Entity,relation,Newnode
茶饼病,防治药物,90％甲基托布津可湿性粉剂l000倍液
茶饼病,防治药物,12％绿乳铜乳油600倍液
茶饼病,防治药物,96％硫酸铜液
茶饼病,防治药物,0．6％一0．7％石灰半量式波尔多液
荞麦叶斑病,别名,褐纹病
荞麦叶斑病,为害部位,叶片
荞麦叶斑病,病原学名,CercosporafagopyriNakataetTakimoto
荞麦叶斑病,病原中文名,荞麦尾孢
荞麦叶斑病,病原属性,半知菌亚门真菌
荞麦白霉病,为害部位,叶片
荞麦白霉病,病原学名,RamulariaanomalaPeck
荞麦白霉病,病原中文名,异形柱隔胞
荞麦白霉病,病原属性,半知菌亚门真菌
荞麦白霉病,防治药物,75%百菌清可湿性粉剂1000倍液
荞麦白霉病,防治药物,70%甲基硫菌灵可湿性粉剂1000倍液
荞麦白霉病,防治药物,40%多硫悬浮剂600倍液
荞麦白霉病,防治药物,50%速克灵可湿性粉剂2000倍液
荞麦褐斑病,别名,轮纹病
荞麦褐斑病,为害部位,叶片
荞麦褐斑病,为害部位,茎秆
荞麦褐斑病,病原学名,AscochytafagopyriBres.
荞麦褐斑病,病原中文名,荞麦壳二孢
荞麦褐斑病,病原属性,半知菌亚门真菌
荞麦褐斑病,防治药物,36%甲基硫菌灵悬浮剂600倍液
荞麦褐斑病,防治药物,50%多菌灵可湿性粉剂800倍液
荞麦褐斑病,防治药物,50%速克灵湿性粉剂1000倍液
荞麦钩翅娥,学名,SpicaparallelangulaAlpheraky
荞麦钩翅娥,属目,鳞翅目
荞麦钩翅娥,属科,钩蛾科
荞麦钩翅娥,分布区域,云南
荞麦钩翅娥,分布区域,陕西
荞麦钩翅娥,分布区域,宁夏
荞麦钩翅娥,分布区域,甘肃平凉山区
荞麦钩翅娥,寄主,荞麦
荞麦钩翅娥,为害部位,嫩叶叶肉
荞麦钩翅娥,防治药物,90％晶体敌百虫1000倍液
荞麦钩翅娥,防治药物,Bt杀虫剂200一300倍液
荞麦钩翅娥,防治药物,20％灭扫利乳油
荞麦钩翅娥,学名,Capsellabursa-pastoris(L．)Medic．
荞麦钩翅娥,属科,十字花科越年生或一年生草本植物
荞麦钩翅娥,分布区域,各地
荞麦钩翅娥,寄主,小麦
荞麦钩翅娥,寄主,油莱
荞麦钩翅娥,寄主,棉花
荞麦钩翅娥,寄主,蔬菜
荞麦钩翅娥,生长地,农田
荞麦钩翅娥,生长地,路旁
药用植物万寿菊花腐病,药用植物功效,清热解毒，化痰止咳，解毒消肿
药用植物万寿菊花腐病,分布区域,全国
药用植物万寿菊花腐病,病原学名,AscochytachrysanthemiF．L．Stev．
药用植物万寿菊花腐病,病原中文名,菊花壳二孢
药用植物万寿菊花腐病,病原属性,半知菌亚门真菌
药用植物万寿菊花腐病,防治药物,64％杀毒矾可湿性粉剂400一500倍液
药用植物万寿菊花腐病,防治药物,25％苯菌灵乳油800倍液
药用植物万寿菊花腐病,防治药物,75％百菌清可湿性粉剂600倍液
药用植物三七(田七)镰刀菌根腐病,入药部位,根状茎
药用植物三七(田七)镰刀菌根腐病,药用植物功效,活血祛瘀、消肿止痛、止血降压
药用植物三七(田七)镰刀菌根腐病,分布区域,广西
药用植物三七(田七)镰刀菌根腐病,分布区域,云南
药用植物三七(田七)镰刀菌根腐病,分布区域,长江以南
药用植物三七(田七)镰刀菌根腐病,分布区域,广东
药用植物三七(田七)镰刀菌根腐病,别名,烂根病
药用植物三七(田七)镰刀菌根腐病,别名,鸡屎烂
药用植物三七(田七)镰刀菌根腐病,别名,臭七
药用植物三七(田七)镰刀菌根腐病,病原学名,Fusariμmsolani(Mart.)Sacc.f.sp.radicicola(Wr.)Snyd.Hans.
药用植物三七(田七)镰刀菌根腐病,病原中文名,茄镰孢根病专化型
药用植物三七(田七)镰刀菌根腐病,病原属性,半知菌亚门真菌
药用植物三七(田七)镰刀菌根腐病,防治药物,酵素菌沤制的堆肥
药用植物三七(田七)镰刀菌根腐病,防治药物,1：2：250一300倍式波尔多液
药用植物三七(田七)镰刀菌根腐病,防治药物,12％绿乳铜乳油600倍液
药用植物丝瓜轮纹斑病,入药部位,瓜络
药用植物丝瓜轮纹斑病,入药部位,种子
药用植物丝瓜轮纹斑病,药用植物功效,清热解毒、活血通络、利尿消肿、止咳化痰
药用植物丝瓜轮纹斑病,分布区域,全国
药用植物丝瓜轮纹斑病,为害部位,叶片
药用植物丝瓜轮纹斑病,病原学名,Dip10dianatalensisPole―Evans
药用植物丝瓜轮纹斑病,病原中文名,蒂腐色二孢或蒂腐壳色单隔孢
药用植物丝瓜轮纹斑病,病原属性,半知菌亚门真菌
药用植物丝瓜轮纹斑病,防治药物,30％碱式硫酸铜胶悬剂300倍液
药用植物丝瓜轮纹斑病,防治药物,36％甲基硫菌灵悬浮剂500倍液
药用植物丝瓜轮纹斑病,防治药物,75％百菌清可湿性粉剂l000倍液
药用植物丝瓜轮纹斑病,防治药物,50％苯菌灵可湿性粉剂l500倍液
药用植物人参斑枯病,入药部位,果实
药用植物人参斑枯病,药用植物功效,补气、固脱、生津、安神、益智
药用植物人参斑枯病,分布区域,吉林
药用植物人参斑枯病,分布区域,辽宁
药用植物人参斑枯病,分布区域,河北
药用植物人参斑枯病,分布区域,山西
药用植物人参斑枯病,分布区域,陕西
药用植物人参斑枯病,分布区域,甘肃
药用植物人参斑枯病,分布区域,宁夏
药用植物人参斑枯病,分布区域,湖北
药用植物人参斑枯病,为害部位,叶片
药用植物人参斑枯病,病原学名,SeptoriaaraliaeEll.etEv.
药用植物人参斑枯病,病原中文名,忽木壳针孢
药用植物人参斑枯病,病原属性,半知菌亚门真菌
药用植物人参斑枯病,防治药物,75％百茵清可湿性粉剂600倍液
药用植物佩兰白绢病,入药部位,全草
药用植物佩兰白绢病,药用植物功效,醒脾、化湿、清暑
药用植物佩兰白绢病,分布区域,河北
药用植物佩兰白绢病,分布区域,山东
药用植物佩兰白绢病,分布区域,江苏
药用植物佩兰白绢病,分布区域,福建
药用植物佩兰白绢病,分布区域,广西
药用植物佩兰白绢病,分布区域,广东
药用植物佩兰白绢病,病原学名,SclerotiμmrolfsiiSacc．
药用植物佩兰白绢病,病原中文名,齐整小核菌
药用植物佩兰白绢病,病原属性,半知菌亚门真菌
药用植物佩兰白绢病,病原学名,Atheliarolfsii(Curzi)Tu．&amp;Kimbrough．
药用植物佩兰白绢病,病原中文名,罗氏阿太茵
药用植物佩兰白绢病,病原属性,担子菌亚门真菌
药用植物佩兰白绢病,防治药物,日本酵素菌沤制的堆肥
药用植物佩兰白绢病,防治药物,充分腐熟有机肥
药用植物佩兰白绢病,防治药物,15％三唑酮(粉锈宁)可湿性粉剂
药用植物佩兰白绢病,防治药物,50％甲基立枯磷(利克菌)可湿性粉剂
药用植物佩兰白绢病,防治药物,20％甲基立枯磷乳油1000倍液
药用植物佩兰白绢病,防治药物,木霉菌
药用植物冬葵菌核病,入药部位,种子
药用植物冬葵菌核病,药用植物功效,利尿下乳、润肠通便、清热利湿、补中益气
药用植物冬葵菌核病,分布区域,吉林
药用植物冬葵菌核病,分布区域,辽宁
药用植物冬葵菌核病,分布区域,河北
药用植物冬葵菌核病,分布区域,陕西
药用植物冬葵菌核病,分布区域,甘肃
药用植物冬葵菌核病,分布区域,青海
药用植物冬葵菌核病,分布区域,内蒙古
药用植物冬葵菌核病,分布区域,江西
药用植物冬葵菌核病,分布区域,湖南
药用植物冬葵菌核病,分布区域,四川
药用植物冬葵菌核病,分布区域,贵州
药用植物冬葵菌核病,分布区域,云南
药用植物冬葵菌核病,为害部位,茎部
药用植物冬葵菌核病,病原学名,Sclerotiniasclerotiorμm(Lib.)deBary
药用植物冬葵菌核病,病原中文名,核盘菌
药用植物冬葵菌核病,病原属性,子囊菌亚门真菌
药用植物冬葵菌核病,防治药物,40％菌核净可湿性粉剂500倍液
药用植物冬葵菌核病,防治药物,50％苯菌灵可湿性粉剂1500倍液
药用植物南瓜(南瓜子)花叶病毒病,入药部位,种子
药用植物南瓜(南瓜子)花叶病毒病,药用植物功效,驱虫
药用植物南瓜(南瓜子)花叶病毒病,分布区域,全国各地
药用植物南瓜(南瓜子)花叶病毒病,病原中文名,南瓜花叶病毒
药用植物南瓜(南瓜子)花叶病毒病,病原学名,Squashmosaicvirus
药用植物南瓜(南瓜子)花叶病毒病,防治药物,10％磷酸三钠
药用植物南瓜(南瓜子)花叶病毒病,防治药物,20％病毒A可湿性粉剂500倍液
药用植物南瓜(南瓜子)花叶病毒病,防治药物,1．5％植病灵乳剂l000倍液
药用植物南瓜(南瓜子)花叶病毒病,防治药物,83增抗剂100倍液
药用植物南瓜(南瓜子)花叶病毒病,防治药物,5％菌毒清水剂400倍液
﻿药用植物咖啡褐斑病,为害部位,叶片
﻿药用植物咖啡褐斑病,为害部位,浆果
﻿药用植物咖啡褐斑病,病原学名,CercosporacoffeicolaBerk.etBr
﻿药用植物咖啡褐斑病,病原中文名,咖啡生尾孢
﻿药用植物咖啡褐斑病,病原属性,半知菌亚门真菌
﻿药用植物咖啡褐斑病,防治药物,1：1：100倍式波尔多液
﻿药用植物咖啡褐斑病,防治药物,50％多菌灵可湿性粉剂600―800倍液
﻿药用植物咖啡褐斑病,防治药物,50％苯菌灵可湿性粉剂800倍液
药用植物太子参花叶病,入药部位,块根
药用植物太子参花叶病,药用植物功效,补肺气、健脾胃、生律液
药用植物太子参花叶病,分布区域,山东
药用植物太子参花叶病,分布区域,江苏
药用植物太子参花叶病,分布区域,安徽
药用植物太子参花叶病,为害部位,叶片
药用植物太子参花叶病,病原学名,TMV
药用植物太子参花叶病,病原中文名,烟草花叶病毒的一个株系
药用植物太子参花叶病,病原学名,TμmV
药用植物太子参花叶病,病原中文名,芜菁花叶病毒
药用植物太子参花叶病,病原属性,马铃薯Y病毒组
药用植物太子参花叶病,病原学名,BBWV
药用植物太子参花叶病,病原中文名,蚕豆萎蔫病毒
药用植物女贞叶斑病,入药部位,果实
药用植物女贞叶斑病,药用植物功效,滋补肝肾、乌发明日
药用植物女贞叶斑病,分布区域,东北
药用植物女贞叶斑病,分布区域,华北
药用植物女贞叶斑病,分布区域,华中
药用植物女贞叶斑病,分布区域,长江以南
药用植物女贞叶斑病,为害部位,叶片
药用植物女贞叶斑病,病原学名,Phyl10stictaligustriSacc．
药用植物女贞叶斑病,病原中文名,女贞叶点霉
药用植物女贞叶斑病,病原属性,半知菌亚门真菌
药用植物女贞叶斑病,防治药物,75％百菌清可湿性粉剂700倍液
药用植物女贞叶斑病,防治药物,1：1：160倍式波尔多液
药用植物女贞叶斑病,防治药物,30％绿得保悬浮剂400倍液
药用植物害虫中华虎凤蝶,学名,名LuehdorfiachinensisLeech
药用植物害虫中华虎凤蝶,属目,鳞翅目
药用植物害虫中华虎凤蝶,属科,凤蝶科
药用植物害虫中华虎凤蝶,分布区域,吉林
药用植物害虫中华虎凤蝶,分布区域,辽宁
药用植物害虫中华虎凤蝶,分布区域,黑龙江
药用植物害虫中华虎凤蝶,分布区域,江苏
药用植物害虫中华虎凤蝶,分布区域,浙江
药用植物害虫中华虎凤蝶,分布区域,安徽
药用植物害虫中华虎凤蝶,分布区域,湖北
药用植物害虫中华虎凤蝶,分布区域,湖南
药用植物害虫中华虎凤蝶,分布区域,陕西
药用植物害虫中华虎凤蝶,分布区域,四川
药用植物害虫中华虎凤蝶,寄主,细辛
药用植物害虫中华虎凤蝶,寄主,杜衡
药用植物害虫中华虎凤蝶,为害部位,叶背
药用植物害虫中华虎凤蝶,防治药物,50％敌敌畏乳油1000倍液
药用植物害虫中华锯花天牛,学名,ApatophysissinicaSemenov-Tian-Shanskij
药用植物害虫中华锯花天牛,属目,鞘翅目
药用植物害虫中华锯花天牛,属科,天牛科
药用植物害虫中华锯花天牛,分布区域,山东
药用植物害虫中华锯花天牛,分布区域,河北
药用植物害虫中华锯花天牛,分布区域,江西
药用植物害虫中华锯花天牛,分布区域,四川
药用植物害虫中华锯花天牛,寄主,牡丹
药用植物害虫中华锯花天牛,为害部位,幼嫩根茎表皮
药用植物害虫中华锯花天牛,为害部位,根下部
药用植物害虫中华锯花天牛,防治药物,50％辛硫磷乳油
药用植物害虫中华锯花天牛,防治药物,40％甲基异柳磷乳油1500倍液
药用植物害虫中华锯花天牛,防治药物,48％乐斯本乳油1300倍液
药用植物害虫亚洲玉米螟,学名,Ostriniafurnacalis(Guenee)
药用植物害虫亚洲玉米螟,属目,鳞翅目
药用植物害虫亚洲玉米螟,属科,螟蛾科
药用植物害虫亚洲玉米螟,别名,大丽花螟蛾
药用植物害虫亚洲玉米螟,分布区域,全国各玉米种植区
药用植物害虫亚洲玉米螟,寄主,薏苡
药用植物害虫亚洲玉米螟,寄主,川芎
药用植物害虫亚洲玉米螟,寄主,北洋参
药用植物害虫亚洲玉米螟,寄主,白芷
药用植物害虫亚洲玉米螟,寄主,黄茂
药用植物害虫亚洲玉米螟,寄主,生姜
药用植物害虫亚洲玉米螟,寄主,菊花
药用植物害虫亚洲玉米螟,寄主,大丽花
药用植物害虫亚洲玉米螟,寄主,小丽花
药用植物害虫亚洲玉米螟,寄主,美人蕉
药用植物害虫亚洲玉米螟,寄主,唐菖蒲
药用植物害虫亚洲玉米螟,寄主,棕榈
药用植物害虫亚洲玉米螟,寄主,艾篙
药用植物害虫亚洲玉米螟,为害部位,心叶
药用植物害虫亚洲玉米螟,防治药物,3％氧化乐果颗粒剂
药用植物害虫亚洲玉米螟,防治药物,2％氧化乐果粉剂
药用植物害虫亚洲玉米螟,防治药物,5％锐劲特悬浮剂
药用植物害虫亚洲玉米螟,防治药物,50％敌敌畏乳油
药用植物害虫亚洲玉米螟,防治药物,50％杀螟松乳油1000倍液
药用植物害虫亚洲玉米螟,防治药物,20％杀灭菊酯乳油2000一3000倍液
药用植物害虫六星黑点蠹蛾,学名,ZeuzeraleuconotumButler
药用植物害虫六星黑点蠹蛾,属目,鳞翅目
药用植物害虫六星黑点蠹蛾,属科,豹蠹蛾科
药用植物害虫六星黑点蠹蛾,别名,豹纹毒蛾
药用植物害虫六星黑点蠹蛾,别名,白斑蠹蛾
药用植物害虫六星黑点蠹蛾,别名,栎干木蠹蛾
药用植物害虫六星黑点蠹蛾,别名,枣树截干虫
药用植物害虫六星黑点蠹蛾,分布区域,福建
药用植物害虫六星黑点蠹蛾,分布区域,江西
药用植物害虫六星黑点蠹蛾,分布区域,河北
药用植物害虫六星黑点蠹蛾,分布区域,河南
药用植物害虫六星黑点蠹蛾,分布区域,山东
药用植物害虫六星黑点蠹蛾,分布区域,陕西
药用植物害虫六星黑点蠹蛾,分布区域,四川
药用植物害虫六星黑点蠹蛾,分布区域,云南
药用植物害虫六星黑点蠹蛾,寄主,石榴
药用植物害虫六星黑点蠹蛾,寄主,核桃
药用植物害虫六星黑点蠹蛾,寄主,麻栎
药用植物害虫六星黑点蠹蛾,寄主,山茶
药用植物害虫六星黑点蠹蛾,寄主,苹果
药用植物害虫六星黑点蠹蛾,寄主,樱桃
药用植物害虫六星黑点蠹蛾,为害部位,枝干部
药用植物害虫南美斑潜蝇,学名,Liriomyzahuidobrensis(Blanchard)
药用植物害虫南美斑潜蝇,属目,双翅目
药用植物害虫南美斑潜蝇,属科,潜蝇科
药用植物害虫南美斑潜蝇,别名,拉美斑潜蝇
药用植物害虫南美斑潜蝇,分布区域,北京
药用植物害虫南美斑潜蝇,分布区域,山东
药用植物害虫南美斑潜蝇,分布区域,河北
药用植物害虫南美斑潜蝇,分布区域,四川
药用植物害虫南美斑潜蝇,分布区域,青海
药用植物害虫南美斑潜蝇,分布区域,云南
药用植物害虫南美斑潜蝇,分布区域,贵州
药用植物害虫南美斑潜蝇,分布区域,广东
药用植物害虫南美斑潜蝇,寄主,莴苣
药用植物害虫南美斑潜蝇,寄主,丝瓜
药用植物害虫南美斑潜蝇,寄主,满天星
药用植物害虫南美斑潜蝇,寄主,菊花
药用植物害虫南美斑潜蝇,寄主,香石竹
药用植物害虫南美斑潜蝇,寄主,鸡冠花
药用植物害虫南美斑潜蝇,寄主,茄科
药用植物害虫南美斑潜蝇,寄主,豆科
药用植物害虫南美斑潜蝇,寄主,禾本科
药用植物害虫南美斑潜蝇,寄主,十字花科
药用植物害虫南美斑潜蝇,寄主,葫芦科
药用植物害虫南美斑潜蝇,寄主,菊科
药用植物害虫南美斑潜蝇,为害部位,叶片
药用植物害虫南美斑潜蝇,天敌,Diglyphusisaea(Walker)
药用植物害虫南美斑潜蝇,天敌,Pediobiusmit-sukurii(Ashmead)
药用植物害虫南美斑潜蝇,天敌,Opiussp．
药用植物害虫吹绵蚧,学名,IceryapurchasiMaskell
药用植物害虫吹绵蚧,属目,同翅目
药用植物害虫吹绵蚧,属科,绵蚧科
药用植物害虫吹绵蚧,别名,绵团蚧
药用植物害虫吹绵蚧,别名,白蚰
药用植物害虫吹绵蚧,别名,白蜱
药用植物害虫吹绵蚧,分布区域,辽宁
药用植物害虫吹绵蚧,分布区域,河北
药用植物害虫吹绵蚧,分布区域,山东
药用植物害虫吹绵蚧,分布区域,安徽
药用植物害虫吹绵蚧,分布区域,陕西
药用植物害虫吹绵蚧,分布区域,四川
药用植物害虫吹绵蚧,分布区域,湖北
药用植物害虫吹绵蚧,分布区域,湖南
药用植物害虫吹绵蚧,分布区域,福建
药用植物害虫吹绵蚧,分布区域,广西
药用植物害虫吹绵蚧,分布区域,贵州
药用植物害虫吹绵蚧,寄主,佛手
药用植物害虫吹绵蚧,寄主,苏木
药用植物害虫吹绵蚧,寄主,牛膝
药用植物害虫吹绵蚧,寄主,半夏
药用植物害虫吹绵蚧,寄主,吐根
药用植物害虫吹绵蚧,寄主,石榴
药用植物害虫吹绵蚧,寄主,柑桔
药用植物害虫吹绵蚧,寄主,桔梗
药用植物害虫吹绵蚧,寄主,枇杷
药用植物害虫吹绵蚧,寄主,杨梅
药用植物害虫吹绵蚧,寄主,葡萄
药用植物害虫吹绵蚧,寄主,南天竹
药用植物害虫吹绵蚧,为害部位,枝叶
药用植物害虫吹绵蚧,为害部位,叶背
药用植物害虫吹绵蚧,为害部位,嫩梢
药用植物害虫吹绵蚧,天敌,澳洲瓢虫
药用植物害虫吹绵蚧,天敌,大红瓢虫
药用植物害虫吹绵蚧,天敌,小红瓢虫
药用植物害虫吹绵蚧,天敌,寄生菌
药用植物害虫吹绵蚧,防治药物,波美1°一3°。石硫合剂
药用植物害虫吹绵蚧,防治药物,45％晶体石硫合剂30倍液
药用植物害虫吹绵蚧,防治药物,3°一5°石硫合剂
药用植物害虫吹绵蚧,防治药物,45％晶体石硫合剂20倍液
药用植物害虫吹绵蚧,防治药物,含油量5％的矿物油乳剂
药用植物害虫大蓑蛾,寄主,杜仲
药用植物害虫大蓑蛾,寄主,牡丹
药用植物害虫大蓑蛾,寄主,忍冬
药用植物害虫大蓑蛾,寄主,菊花
药用植物害虫大蓑蛾,寄主,山茱荚
药用植物害虫大蓑蛾,学名,ClaniavariegataSnellen
药用植物害虫大蓑蛾,属目,鳞翅目
药用植物害虫大蓑蛾,属科,蓑蛾科
药用植物害虫大蓑蛾,别名,大袋蛾
药用植物害虫大蓑蛾,别名,大窠蓑蛾
药用植物害虫大蓑蛾,异名,CryptotheleavariegataSnellen
药用植物害虫大蓑蛾,异名,CryptotheleaformosicolaStrand
药用植物害虫大蓑蛾,分布区域,黄河流域及以南地区
药用植物害虫大蓑蛾,为害部位,上部叶片
药用植物害虫大蓑蛾,为害部位,嫩头
药用植物害虫大蓑蛾,防治药物,50％马拉硫磷乳油
药用植物害虫大蓑蛾,防治药物,90％晶体敌百虫1000倍液
药用植物害虫大蓑蛾,防治药物,20％灭多威乳油
药用植物害虫大蓑蛾,防治药物,25％广克威
药用植物害虫大蓑蛾,防治药物,40％新辛乳油1500倍液
药用植物害虫大蓑蛾,防治药物,5％来福灵乳油2500倍液
药用植物害虫小红蛱蝶,学名,Vanessacardui(Linnaeus)
药用植物害虫小红蛱蝶,属目,鳞翅目
药用植物害虫小红蛱蝶,属科,峡蝶科
药用植物害虫小红蛱蝶,分布区域,东北
药用植物害虫小红蛱蝶,分布区域,华北
药用植物害虫小红蛱蝶,分布区域,华东
药用植物害虫小红蛱蝶,分布区域,华中
药用植物害虫小红蛱蝶,分布区域,西南
药用植物害虫小红蛱蝶,分布区域,西北
药用植物害虫小红蛱蝶,分布区域,台湾
药用植物害虫小红蛱蝶,寄主,牛蒡
药用植物害虫小红蛱蝶,寄主,苎麻
药用植物害虫小红蛱蝶,寄主,荨麻
药用植物害虫小红蛱蝶,寄主,黄麻
药用植物害虫小红蛱蝶,寄主,大麻
药用植物害虫小红蛱蝶,寄主,大豆
药用植物害虫小红蛱蝶,为害部位,叶片
药用植物害虫小红蛱蝶,防治药物,乙敌粉
药用植物害虫小红蛱蝶,防治药物,2．5％辛硫磷粉剂
药用植物害虫小红蛱蝶,防治药物,2％杀螟松粉剂
药用植物害虫小红蛱蝶,防治药物,90％晶体敌百虫1000倍液
药用植物害虫小红蛱蝶,防治药物,50％敌敌畏乳油1500倍液
药用植物害虫山楂叶螨,学名,TetranychusviennensisZacher
药用植物害虫山楂叶螨,属目,蜱螨目
药用植物害虫山楂叶螨,属科,叶螨科
药用植物害虫山楂叶螨,别名,山檀红蜘蛛
药用植物害虫山楂叶螨,别名,樱桃红蜘蛛
药用植物害虫山楂叶螨,寄主,山楂
药用植物害虫山楂叶螨,寄主,海棠
药用植物害虫山楂叶螨,寄主,榆叶梅
药用植物害虫山楂叶螨,寄主,樱桃
药用植物害虫山楂叶螨,寄主,樱花
药用植物害虫山楂叶螨,天敌,食螨瓢虫
药用植物害虫山楂叶螨,天敌,小花蝽
药用植物害虫山楂叶螨,天敌,食虫盲蝽
药用植物害虫山楂叶螨,天敌,草蛉
药用植物害虫山楂叶螨,天敌,蓟马
药用植物害虫山楂叶螨,天敌,隐翅甲
药用植物害虫山楂叶螨,天敌,捕食螨
药用植物害虫山楂叶螨,防治药物,波美5。石硫合剂
药用植物害虫山楂叶螨,防治药物,45％晶体石硫合剂20倍液
药用植物害虫山楂叶螨,防治药物,含油量3―5％的柴油乳剂
药用植物害虫山楂叶螨,防治药物,波美0．3°―0．5°石硫合剂
药用植物害虫山楂叶螨,防治药物,45％晶体石硫合剂300倍液
药用植物害虫山楂叶螨,防治药物,35％氧乐氰乳油2000倍液
药用植物害虫山楂叶螨,防治药物,40％水胺硫磷乳油1500―2000倍液
药用植物害虫山楂叶螨,防治药物,10％天王星乳油6000―8000倍液
药用植物害虫山楂叶螨,防治药物,20％灭扫利乳油3000倍液
药用植物害虫山楂叶螨,防治药物,50％硫磺悬浮剂200倍液
药用植物害虫山楂叶螨,防治药物,50％乐果乳油1500倍液
药用植物害虫山楂叶螨,防治药物,50％抗蚜威超微可湿性粉剂3000―4000倍液
药用植物害虫山楂叶螨,防治药物,25％倍乐霸可湿性粉剂
药用植物害虫山楂叶螨,防治药物,5％霸蜗灵悬浮剂1000―2000倍液
药用植物害虫山楂叶螨,防治药物,20％托尔克乳油2000倍液
药用植物害虫山楂叶螨,防治药物,15％扫蜗净乳油3000倍液
药用植物害虫山楂叶螨,防治药物,21％灭杀毙乳油2500―3000倍液
药用植物害虫山楂叶螨,防治药物,50％三硫磷或乙硫磷1500―2500倍液
药用植物害虫山楂叶螨,防治药物,20％螨卵酯可湿性粉剂800―1000倍液
药用植物害虫山楂叶螨,防治药物,50％溴螨酯乳油1000倍液
药用植物害虫山楂叶螨,防治药物,5％尼索朗乳油1000―2000倍液
药用植物害虫山楂叶螨,防治药物,73％克螨特乳油3000―4000倍液
药用植物害虫山楂叶螨,防治药物,25％除螨酯(酚螨酯)乳油1000―2000倍液
药用植物害虫山楂叶螨,防治药物,40％乐杀螨乳油2000倍液
药用植物害虫山楂长小囊,学名,Platypussp．
药用植物害虫山楂长小囊,属目,鞘翅目
药用植物害虫山楂长小囊,属科,长小蠢科
药用植物害虫山楂长小囊,别名,山楂蠹虫
药用植物害虫山楂长小囊,分布区域,山西
药用植物害虫山楂长小囊,寄主,山楂
药用植物害虫山楂长小囊,为害部位,木质部
药用植物害虫山楂长小囊,防治药物,敌杀死
药用植物害虫山楂长小囊,防治药物,功夫
药用植物害虫山楂长小囊,防治药物,灭扫利
药用植物害虫山楂长小囊,防治药物,速灭杀丁
药用植物害虫山楂长小囊,防治药物,天王星
药用植物害虫山楂长小囊,防治药物,氯氰菊酯
药用植物害虫山楂长小囊,防治药物,乐果
药用植物害虫山楂长小囊,防治药物,爱卡士
药用植物害虫山楂长小囊,防治药物,马拉硫磷
药用植物害虫斜纹夜娥,寄主,药菊花
药用植物害虫斜纹夜娥,寄主,鸡冠花
药用植物害虫斜纹夜娥,寄主,牡丹
药用植物害虫斜纹夜娥,寄主,大丽花
药用植物害虫斜纹夜娥,寄主,香石竹
药用植物害虫斜纹夜娥,寄主,仙客
药用植物害虫斜纹夜娥,学名,Prodenialitura(Fabricius)
药用植物害虫斜纹夜娥,属目,鳞翅目
药用植物害虫斜纹夜娥,属科,夜蛾科
药用植物害虫斜纹夜娥,异名,Spodopteralitura(Fabricius)
药用植物害虫斜纹夜娥,别名,莲纹夜蛾
药用植物害虫斜纹夜娥,别名,莲纹夜盗蛾
药用植物害虫斜纹夜娥,分布区域,全国各地
药用植物害虫斜纹夜娥,为害部位,花蕾
药用植物害虫斜纹夜娥,为害部位,果实
药用植物害虫斜纹夜娥,防治药物,5％锐劲特悬浮剂2500倍液
药用植物害虫斜纹夜娥,防治药物,15％菜虫净乳油1500倍液
药用植物害虫斜纹夜娥,防治药物,2．5％天王星
药用植物害虫斜纹夜娥,防治药物,20％灭扫利乳油3000倍液
药用植物害虫斜纹夜娥,防治药物,35％顺丰2号乳油1000倍液
药用植物害虫斜纹夜娥,防治药物,5．7％百树菊酪乳油4000倍液
药用植物害虫斜纹夜娥,防治药物,10％吡虫啉可湿性粉剂2500倍液
药用植物害虫斜纹夜娥,防治药物,5％来福灵乳油2000倍液
药用植物害虫斜纹夜娥,防治药物,5％抑太保乳油2000倍液
药用植物害虫斜纹夜娥,防治药物,20％米满胶悬剂2000倍液
药用植物害虫斜纹夜娥,防治药物,44％速凯乳油1000—1500倍液
药用植物害虫斜纹夜娥,防治药物,4．5％高效顺反氯氰菊酯乳油3000倍液
药用植物害虫斜纹夜娥,防治方法相同,斜纹夜蛾
药用植物害虫枣尺蠖,寄主,酸枣
药用植物害虫枣尺蠖,学名,SucrajujubaChu
药用植物害虫枣尺蠖,属目,鳞翅目
药用植物害虫枣尺蠖,属科,尺蛾科
药用植物害虫枣尺蠖,别名,枣步曲
药用植物害虫枣尺蠖,分布区域,河北
药用植物害虫枣尺蠖,分布区域,山东
药用植物害虫枣尺蠖,分布区域,山西
药用植物害虫枣尺蠖,为害部位,叶片
药用植物害虫枣尺蠖,为害部位,桑芽
药用植物害虫枣尺蠖,防治药物,2．5％辛硫磷粉剂
药用植物害虫枣尺蠖,防治药物,2％巴丹粉剂
药用植物害虫枣尺蠖,防治药物,2．5％敌百虫粉
药用植物害虫枣尺蠖,防治药物,2．5％功夫乳油4000倍液
药用植物害虫枣尺蠖,防治药物,20％中西菊酯乳油3500倍液
药用植物害虫枣尺蠖,防治药物,20％灭扫利乳油3500倍液
药用植物害虫枣尺蠖,防治药物,5％来福灵乳油4000倍液
药用植物害虫枣尺蠖,防治药物,2．5％敌杀死乳油3500倍液
药用植物害虫枣尺蠖,防治药物,50％杀螟松乳油1000倍液
药用植物害虫枸杞实蝇,学名,Neoceratitisasiatica(Becker)
药用植物害虫枸杞实蝇,属目,双翅目
药用植物害虫枸杞实蝇,属科,实蝇科
药用植物害虫枸杞实蝇,别名,果蛆
药用植物害虫枸杞实蝇,别名,白蛆
药用植物害虫枸杞实蝇,分布区域,宁夏
药用植物害虫枸杞实蝇,分布区域,青海
