title,lable
20一25型洗衣粉20％溶液,newNode
白避债蛾,newNode
瘤皮红蜘蛛,newNode
DeudorixeryxL.,newNode
香石竹隐潜病毒组,newNode
乌米谷,newNode
小麦吸浆虫,newNode
红茎马唐,newNode
马铃薯粉痴病,newNode
药用植物鸡冠花(青葙子)叶斑病,newNode
药用植物牛蒡白粉病,newNode
20％细菌杀虫剂1000倍液,newNode
甜菜白带野螟,newNode
油菜黄单胞菌油菜致病变(十字花科蔬菜黑腐致病变种),newNode
40%大富丹可湿性粉剂300-400倍液,newNode
福建南部,newNode
茶树日本蜡蚧,newNode
四斑丽金龟,newNode
大孢指疫霉玉蜀黍变种,newNode
25％苯菌灵乳油900倍液,newNode
蚧螨灵乳剂2000倍液,newNode
X.translucensf.sp.hordeiHagborg,newNode
养血调经、柔肝止痛,newNode
甲敌粉,newNode
5％来福灵乳油,newNode
L.propepusillaFrost,newNode
Macdunnoughiacrassisigna(Warren),newNode
5％百菌清粉尘剂,newNode
芝麻黄花叶病,newNode
草木樨,newNode
茶毛虫绒茧蜂,newNode
表皮,newNode
H.trichodactylaRondani,newNode
2.5％敌杀死乳油4000―5000倍液,newNode
75%百菌清可湿性粉剂800-1000倍液,newNode
华东、西南植桑区,newNode
盐酸四环素液,newNode
刺猬头,newNode
50%甲基立枯灵(利克菌)可湿粉400倍液,newNode
日本稻巢螟,newNode
棉花棉苗炭疽病,newNode
南美斑潜蝇(拉美斑潜蝇),newNode
20％绿·马乳油1500倍液,newNode
甘薯镰孢,newNode
棉铃湿腐病,newNode
马铃薯和烟产区,newNode
CoptosomacribrayiaFabricius,newNode
湿地,newNode
2．5％溴氰菊酯乳油2500一3000倍液,newNode
1.8％爱比菌素乳油2000倍液,newNode
新北区,newNode
黄麻炭疽菌,newNode
DaturastramoniumL．,newNode
机动喷粉器,newNode
高粱矮花叶病(高粱红条病),newNode
麦蚰,newNode
球炭疽菌,newNode
熔科,newNode
CercosporaastragalisWoronichinFisch,newNode
小麦秆锈病,newNode
甘蔗小卷叶螟,newNode
40％多?硫悬浮剂(灭病威)500倍液,newNode
马拉硫磷乳油1000倍液,newNode
20倍的石油乳剂,newNode
Septobasidiumtanakae(Miyabe)Boed．etSteinm.,newNode
一种柱隔孢菌,newNode
红缘瓢虫,newNode
50％蝇蛆净粉剂2000倍液,newNode
玉米镰刀菌苗枯病,newNode
1500倍的50%辛硫磷乳油水液,newNode
灰色膏药病,newNode
AscochytaviciaeLib.,newNode
麦根,newNode
拟澳州赤眼蜂,newNode
CladosporiumcarpophilumThueml,newNode
酸浆尾孢,newNode
绿风95植物生长调节剂600倍液,newNode
野蛞蝓,newNode
枣多层锈菌,newNode
红头,newNode
LeptosphaerianodorumM&uuml;ler,newNode
蜡蚧科,newNode
嫩蕾苞叶,newNode
水稻显纹纵卷叶螟,newNode
地上部茎,newNode
环斑病,newNode
油菜炭疽病,newNode
40％杜邦新星(福星)乳油9000倍液,newNode
1．5％甲基对硫磷粉剂,newNode
枝叶,newNode
籽粒,newNode
水稻稻棘缘蝽,newNode
胡麻,newNode
甘蔗蟋,newNode
凤仙花,newNode
Dysdercuscingulatus(Fabricius),newNode
72.2%霜霉威(普力克)水剂800倍液,newNode
向日葵,newNode
波美3。石硫合剂,newNode
稻蛛缘蝽,newNode
小黑跳盲蝽,newNode
黄刺攻,newNode
禾本科布氏白粉菌小麦专化型,newNode
氯氰菊酯,newNode
1／5的杀螟松,newNode
35％赛丹乳油2000一3000倍液,newNode
菊科多年生草本植物,newNode
Drechslerasorokiniana,newNode
50％抗蚜威可湿性粉剂9000倍液,newNode
马氏粉虱,newNode
金边绿步甲,newNode
40%萎灵粉剂1000倍液,newNode
苹果,newNode
25％爱卡士乳油800一1000倍液,newNode
弯腰虫,newNode
药用植物裂叶牵牛白锈病,newNode
Japanagromyzatristella(Thomson),newNode
10%吡虫啉（一遍净）可湿性粉剂3000～3500倍液,newNode
穗节基部1／5一1／4处,newNode
豆类葡萄长须卷蛾,newNode
Sesamimosaicvirus,newNode
75％拉维因乳油,newNode
40%达克宁悬浮剂600一700倍液,newNode
水曲柳,newNode
郁金香,newNode
玉米纹枯病,newNode
Pseudomonassyringaepv.tabaci(WolfetFoster)Youngetal．,newNode
F.moniliforme,newNode
月光花,newNode
TryporyzanivellaFabricius,newNode
90％的敌百虫1500―2000倍液,newNode
棉花棉苗立枯病,newNode
茶树黑粉虱,newNode
牛屎虫,newNode
鹤望兰,newNode
棕树,newNode
茶淡黄卷叶蛾,newNode
Cucumbermosaicvirus-CA,newNode
磷酸二氢钾150g,newNode
CerodontadenticornisPanler,newNode
蒙古象鼻虫,newNode
l5％哒螨灵(扫螨净、牵牛星)乳油2500倍液,newNode
50%多菌灵可湿性粉剂100g,newNode
桑象虫,newNode
健胃止痢、抗癌,newNode
腐殖酸类肥料,newNode
萝L,newNode
智利,newNode
大麦黄花叶病毒,newNode
40％克瘟散乳油800—1000倍液,newNode
Susumiaexigua(Butler),newNode
甘薯黑斑病,newNode
南、北方,newNode
5%井冈霉素水剂1500倍液,newNode
茶蚜,newNode
矿物油乳剂,newNode
我国中部,newNode
华东沿海,newNode
波兰,newNode
罗马尼亚,newNode
茭白,newNode
大豆灰斑病,newNode
40％多?琉悬浮剂500倍液,newNode
Artaxaflava(Bremer),newNode
和中缓急、润肺解毒、调和诸药,newNode
Xanthomonascampestrispv．citri(Hasse．)Dowson．,newNode
粟(谷子)白发病,newNode
1．5％植病灵乳剂lo00倍液,newNode
2％盐酸溶液,newNode
1％硫酸铜,newNode
2%福尔马林,newNode
ZeamaysL.,newNode
5％来福灵乳油2000倍液,newNode
每克含孢子l00亿以上的杀螟杆菌,newNode
90％敌百虫可溶性粉剂,newNode
HelminthosporiumturcicumPass．Drechsleraturcica(Pass．)Subram．&amp;Jain,newNode
N.cincticeps(Uhler),newNode
加展着剂,newNode
红叶病,newNode
麻叶绣球,newNode
七星瓢虫,newNode
烟草根黑腐病,newNode
20％灭多威乳油1500倍液,newNode
蔷薇科多年生草本植物,newNode
Phthorimaeaoperculella(Zeller),newNode
螨类,newNode
药用植物害虫山楂长小囊,newNode
80％大生可湿性粉剂500倍液,newNode
TaeniothripssigricornisSchmutz,newNode
30％碱式硫酸铜悬浮剂400―500倍液,newNode
杜衡,newNode
昆虫标本,newNode
湖北,newNode
短管赤眼蜂,newNode
赣南,newNode
马铃薯晚疫病,newNode
甜菜叶螟,newNode
SclerotiμmrolfsiiSacc.,newNode
动植物标本,newNode
73％克螨特乳油3000―4000倍液,newNode
l5％铁灭克颗粒剂0.25kg,newNode
小麦离蠕孢,newNode
斑枯病,newNode
25％络氨铜水剂500一600倍液,newNode
90%敌百虫800～1000倍液,newNode
2．5％保得乳油2000―2500倍液,newNode
甘蓝夜蛾拟瘦姬蜂,newNode
40％多·硫悬浮剂600—700倍液,newNode
微量元素肥料,newNode
沙针,newNode
叶蝉,newNode
药用植物棉花黄萎病,newNode
细胸叩头虫,newNode
40％灭病威(多?硫胶悬剂)600倍液,newNode
上海青蜂,newNode
青虫菌液100―200倍液,newNode
葫芦科蔬菜,newNode
1．5％阿巴丁乳油3000倍液,newNode
地上部叶片,newNode
50%多菌灵可湿粉800倍液,newNode
菊柄锈,newNode
丁香假单胞菌芝麻致病变种,newNode
桑蟥聚瘤姬蜂,newNode
空心苋,newNode
蛀茎虫,newNode
洋金花,newNode
万家宝800倍液,newNode
40%多·硫悬浮剂500倍液,newNode
E.obliquaWarren、Boarmiaobliquahypulina,newNode
线虫枯死病,newNode
柳树,newNode
怀牛膝,newNode
Herseconvolvuli(Linnaeus),newNode
水稻直纹稻弄蝶,newNode
5％增效抗蚜威液剂2000倍液,newNode
58%雷多米尔·锰锌可湿性粉剂500倍液,newNode
药用植物西洋参疫病,newNode
桑树桑虱,newNode
大麦叶锈病,newNode
15％TMK颗粒剂,newNode
雌蕊,newNode
红奥盾蚧,newNode
冰草,newNode
有机肥沤,newNode
敌敌畏烟剂0.5kg,newNode
双目刻眼瓢虫,newNode
绒毛草致病变种(高粱细菌条斑病黄单胞菌),newNode
小花,newNode
荞麦褐斑病,newNode
茶树红圆蚧,newNode
沟叩头甲,newNode
50%敌敌畏乳油1500倍液,newNode
3.2恶甲水剂(育苗灵)300倍液,newNode
5.7%百树菊酯乳油2000倍液,newNode
40％久效磷乳油,newNode
OidiumambrosiaeThum,newNode
常用杀虫剂,newNode
黑麦,newNode
50％甲基硫菌灵可湿性粉剂1500倍液,newNode
矮饰苔寄蝇,newNode
菱角草,newNode
马拉硫磷乳油等1000—1500倍液,newNode
红花柄锈菌,newNode
麦根腐平脐蠕孢,newNode
3.2%氯·苦参乳油,newNode
Albugoportulacae(deCandolle)Kuntze．,newNode
马铃薯早死病,newNode
多菌灵,newNode
褐孢霉,newNode
眼子菜,newNode
十字花科蔬,newNode
霜脲锰锌(克抗灵)可湿性粉剂800―1000倍液,newNode
大苗,newNode
45％晶体石硫合剂300倍液,newNode
48％乐斯本(毒死婢)乳油1500一2000倍液,newNode
5%井岗霉素水剂7.5g对水100kg,newNode
齿腿瘦姬蜂,newNode
药用植物柿炭疽病,newNode
绿豆病毒病,newNode
下部叶叶尖,newNode
Unaspisyanonensis(Kuwana),newNode
马唐和止血马唐,newNode
毛皮,newNode
Ｍycosphaerellamaydis(Pass．)Lindau,newNode
Pseudomonasfabae(Yu)Burkholder,newNode
50%多霉威可湿性粉剂1000倍液,newNode
双冠子叶斑病,newNode
大豆痂囊腔菌,newNode
Colletotrichμmg10eosporioidesPenz.,newNode
于囊菌亚门真菌,newNode
12.5％增效多菌灵浓可溶剂300倍液,newNode
4%敌马粉剂,newNode
红蓼(水红花子)褐斑病,newNode
1％甲基1605粉剂,newNode
油菜冻害,newNode
越年生或一年生禾本科杂草,newNode
枝条,newNode
Pegomyaexilis(Meigen),newNode
335纹霉净可湿性粉剂,newNode
20％菊·马乳油1500倍液,newNode
60％琥?乙磷铝(DTM)可湿性粉剂500倍液,newNode
根癌土壤杆菌,newNode
杏黄病,newNode
CercosporasorghiEllis&amp;Everhart,newNode
豆薯层锈,newNode
韭花,newNode
15％病毒必克可湿性粉剂500一700倍液,newNode
花蕾(槐米),newNode
72.2%普力克水剂800倍液,newNode
长城以南,newNode
M.cruenta(Sacc.)Lath和M.phaseo10rumSiemszko.,newNode
10％吡虫啉有效成份,newNode
药用植物油松立枯病,newNode
杀蚜霉素(孢子含量200万个／ml)250倍液,newNode
10ngiunguissacchariZehntner,newNode
根瘤线虫病,newNode
药用植物槲寄生和扁枝槲寄生,newNode
16%氨水,newNode
黄金蚜小蜂,newNode
Pegomyacunicularia(Panzer),newNode
5％地亚农颗粒剂,newNode
20％氰戊菊酪乳油,newNode
50%乐果乳油,newNode
药用植物害虫红蜡蚧,newNode
水稻东格鲁病毒病,newNode
红花草,newNode
Ostriniafurnacalis(guenee),newNode
69％安克?锰锌可湿性粉剂1000倍液,newNode
白地蚕,newNode
寄生蝇,newNode
桑丘疹干枯病,newNode
茶红锈藻病,newNode
甘蓝黑腐黄单胞菌半透明致病变种,newNode
Microsphaeralonicerae(Dc．)Wint．inRabenh．,newNode
58％甲霜灵?锰锌可湿性粉剂500倍液,newNode
小麦壳月胞,newNode
21％灭杀毙(增效氰?马乳油)3000倍液,newNode
莴苣,newNode
高粱,newNode
40％百菌清悬浮剂(顺天星1号)600倍液(北京顺义县农药厂),newNode
Lilyrosettlevirus,newNode
大红瓢虫,newNode
水稻稻绿蝽,newNode
5％霸蜗灵悬浮剂1000―2000倍液,newNode
棉花棉铃灰霉病,newNode
线虫,newNode
金莲花,newNode
硫酸链霉素,newNode
40%氧化乐果乳油1500倍液,newNode
PhytophthoraboehmeriaeSawada.,newNode
44％速凯乳油1000倍液,newNode
山西,newNode
Amsactalactinea(Cramar),newNode
Septobasidiμmpedicellatμm(Schw．)Pat.,newNode
池沼,newNode
亮蓟马(黄蓟马),newNode
呵罗虫,newNode
异形柱隔胞,newNode
草间小黑蛛,newNode
茶树绿鳞象甲,newNode
葫芦科,newNode
赤须盲蝽(赤角盲蝽),newNode
Applaud,newNode
高粱黑束病,newNode
P.nicotianaeBredavar.SesamiPras.,newNode
木霉素20亿／克水分散性微粒剂,newNode
2.5％功夫乳油3000―4000倍液,newNode
ZeuzeracoffeeNietner,newNode
豆类豆田棉铃虫,newNode
15％恶霉灵水剂450倍液,newNode
石灰水,newNode
麦穗枯,newNode
桑赤锈病,newNode
50%苯菌灵可湿性粉剂1500倍液,newNode
G10merellacingulata(Stonem.)Spauld.etSchrenk,newNode
潮湿多肥的地块,newNode
嫩梢,newNode
50％多菌灵可湿性粉剂300倍液,newNode
子实体干品,newNode
二条金花虫,newNode
Saccharicoccussacchari(Cockerell),newNode
淮河流域,newNode
二点浮尘子,newNode
2．5％天王星乳油1500倍液(FMC亚太有限公司农药部北京办事处),newNode
EpisomuskwanhsiensisHeller,newNode
AnthomyiazeaeRiley,newNode
35顺丰2号乳油1000倍液,newNode
30％碱式硫酸铜悬浮剂500倍液,newNode
40％乐果乳油100ml,newNode
CercosporaneriellaSacc.,newNode
大袋蛾,newNode
E.festivaLinnaeus,newNode
卫福,newNode
40％乙酰甲胺磷,newNode
43％福尔马林15倍液,newNode
％叶蝉散粉剂,newNode
40％杜邦福星乳油9000倍液,newNode
2.5%溴氰菊酯乳油,newNode
纵纹毒蛾,newNode
Eurydemafestivach10roticaHorvath,newNode
果皮(陈皮),newNode
大豆造桥虫,newNode
40％三乙磷酸铝(霜疫灵)可湿性粉剂250倍液,newNode
40％久效磷乳油150一200倍液,newNode
螟蛉绒茧蜂,newNode
、50％抗蚜威超微可湿性粉剂3000一4000倍,newNode
毒毛虫,newNode
蚕豆细菌性茎枯病,newNode
TetranychusviennensisZacher,newNode
Rhynchocorishumeralis(Thunberg),newNode
E.cichoracearumDC．,newNode
乌鲁木齐菜蝽,newNode
栾树,newNode
地上部植株下部叶片,newNode
10%立枯灵水悬剂300倍液,newNode
SeptoriazeinaStout,newNode
Zuschiniyellowmosaicvirus,newNode
旱金莲,newNode
油菜根肿病,newNode
2。5％溴氰菊酯,newNode
半夏,newNode
顶梢嫩叶,newNode
药用植物害虫花蓟马,newNode
链格抱,newNode
30％绿得保悬浮剂400―500倍液,newNode
苏云金杆菌制剂,newNode
20％氰戊菊酯乳油2000倍液,newNode
磷酸,newNode
枣龟蜡蚧,newNode
天竺葵,newNode
蛀秆虫,newNode
灰种蝇,newNode
大红蛱蝶,newNode
古巴,newNode
白僵菌,newNode
火燎子,newNode
大麻霉斑病,newNode
G10merellacingulata(Stonem．)Spauld．etSchrenk,newNode
小麦蓝矮病毒病,newNode
50％磷胺乳油,newNode
花(槐花),newNode
回头青,newNode
69%安克·锰锌可湿性粉剂900～1000倍液,newNode
高粱坚轴黑粉菌,newNode
北方主要发生在温室,newNode
榄仁树,newNode
小卷叶蛾科,newNode
晴蜒,newNode
蠕孢根腐病,newNode
药用植物害虫红花实蝇,newNode
40％杜邦新星乳油9000倍液,newNode
沟边,newNode
桑根皮,newNode
5%来福灵,newNode
石河子,newNode
80％敌敌畏乳油,newNode
40%菌核净可湿性粉剂1000倍液,newNode
禾谷镰刀菌等多种真菌,newNode
龟蝽科,newNode
40mg/kg春雷霉素,newNode
大豆根潜蝇,newNode
47%加瑞农可湿性粉剂900倍液,newNode
谷枯叶点霉,newNode
10％吡虫啉可湿性粉剂,newNode
油菜黄单胞菌菜豆致病变种,newNode
理气、活血,newNode
75％萎福双可湿性粉剂,newNode
中药材,newNode
止虚汗、养心安神,newNode
30％灭多威乳油2000倍液,newNode
水稻黄黄单胞菌水稻生致病变种,newNode
4．5％高效顺反氯氰菊酯乳油2000一3000倍,newNode
40%多·硫悬浮剂200倍液,newNode
蔓陀罗,newNode
黄薄椰圆蚧,newNode
甲腹茧蜂,newNode
高粱座枝孢,newNode
PhakopsorapachyrhiziSydow.,newNode
沙潜,newNode
茶胴枯病,newNode
Atheliarolf-sii(Curzi)Tu.&amp;Kimbrough．,newNode
69％安克锰锌可湿性粉剂900一1000倍液,newNode
南方根结线虫,newNode
50％甲基硫菌灵可湿性粉剂1000倍液,newNode
稻褐色菌核病,newNode
25％亚胺硫磷乳油800―1000倍,newNode
螟赤眼蜂,newNode
异型莎草,newNode
小白纹毒蛾,newNode
西藏东南部,newNode
枝干皮层,newNode
Oligonychuscoffeae(Nietner),newNode
坚果,newNode
黄狭条菜跳甲,newNode
药用植物萱草炭疽病,newNode
50％辛敌乳油1500—2000倍液,newNode
Thyestillagebleri(Falderman),newNode
Lamprosemadiemenalis(Guenee),newNode
ErysiphepisiDC,newNode
061%多菌灵溶液,newNode
叶边缘,newNode
白雄鸡,newNode
水稻稻直鬃蓟马(稻蓟马),newNode
蔷蔽放线孢,newNode
40．7％毒死蚂乳油,newNode
3%呋喃丹颗粒剂4-5KG,newNode
Corynebacteriumtritici(ex.Hutchinson)CahsonandVodaver,newNode
顶端小叶,newNode
36％克螨蝇乳油1000倍液,newNode
50%扑海因可湿性粉剂1500-2000倍液,newNode
上表皮,newNode
90％晶体敌百虫800―900倍液,newNode
烟蚜茧蜂,newNode
杉木,newNode
M.haplaChitwood,newNode
灰色雪腐病,newNode
柑桔圆粉虱,newNode
镰孢炭疽菌,newNode
50％对硫磷乳油2500倍液,newNode
黄米虫,newNode
糜子钻心虫,newNode
60%多福可湿性粉剂800-1000倍液,newNode
小蓟,newNode
药用植物冬珊瑚叶霉病,newNode
2．5％敌杀死或2．5％功夫乳油,newNode
小麦蠕孢叶斑根腐病,newNode
田菁,newNode
祛风止咳、活血、祛癌,newNode
1：1：160倍式波尔多液,newNode
20％三唑磷乳油700倍液,newNode
Scirpophagaincertulas,newNode
20%龙克菌600倍液,newNode
80％敌菌丹可湿性粉剂1500倍液,newNode
樟圆蚧,newNode
30%碱式硫酸铜胶悬剂400-500倍液,newNode
75％百菌清可湿性粉剂900一l000倍液,newNode
稻筒白螟,newNode
两广,newNode
1%―2%普钙澄清液,newNode
25％甲霜灵可湿性粉剂800倍液,newNode
40％氧化乐果清园,newNode
降压利尿、凉血止血,newNode
40%乐果乳油1000―1500倍液,newNode
紫团蚜,newNode
艾篙,newNode
黑卵蜂,newNode
维管束,newNode
65％代森锰锌可湿性粉剂500倍液,newNode
地熔,newNode
25％菊乐乳油,newNode
黑梅,newNode
80％敌敌畏乳油10―50倍液,newNode
Dip10sismorivorellaNaito,newNode
10％大功臣可湿性粉剂3000倍液,newNode
药用植物佛手炭疽病,newNode
水稻矮缩病,newNode
RiptortuslinearisFabricius,newNode
根茎块根,newNode
向日葵白星花金龟,newNode
皮层,newNode
100亿活芽孢／克苏云金杆菌可湿性粉剂500―10oo倍液,newNode
茶叶叶点霉,newNode
贴梗海棠,newNode
西安,newNode
Bipolarisvictoriae(MechanetMurophy)Shoem．,newNode
25％灭幼脲3号胶悬剂500一600倍液,newNode
UstilagoneglectaNiessl,newNode
长江中下游,newNode
小黄卷叶蛾,newNode
10％天王星乳油4000―6000倍液,newNode
药用植物葫芦果斑病,newNode
ColletotrichumgloeosporioidesPenz．,newNode
以色列,newNode
药用植物害虫棉铃虫,newNode
药用植物榆树炭疽病,newNode
蛱蝶科,newNode
BruchusrufimanusBoheman,newNode
马乳油2000倍液,newNode
35％赛丹乳油2000—3000倍液,newNode
15％哒螨酮乳油3000倍液,newNode
幼穗,newNode
HumuluslupusL．,newNode
黄丝蚁,newNode
水稻长绿飞虱,newNode
秋菜,newNode
根茎,newNode
镇咳、解毒、消肿、止痛、化痰,newNode
25％辛*甲，氰乳油2000一3000倍液,newNode
种子(白果),newNode
桃树胶,newNode
西伯利亚东南部,newNode
50％多苗灵可湿性粉剂,newNode
20％灭净菊酯乳油1000倍液,newNode
药用植物害虫光肩星天牛,newNode
PhyllostictachenopodiiSacc．,newNode
花器的柱头,newNode
Oulematristis(Herbst),newNode
Gerlachianivalis,newNode
二氟脲,newNode
胡萝卜软腐欧氏杆菌黑腐致病变种,newNode
尖孢镰孢芬芳变种,newNode
桑树堆砂蛀,newNode
10％柴油,newNode
向日葵花叶病毒病,newNode
25％灭幼腮3号悬浮剂500―600倍液,newNode
40％多?硫悬浮剂,newNode
80%敌敌畏乳油1000-1200倍液,newNode
2．5％辛硫磷粉剂,newNode
AcrocylindriumoryzaeSawada,newNode
36％甲基硫菌灵悬浮剂400倍液,newNode
茶树茶梨蚧,newNode
贮藏的种子,newNode
RhizoglyphusrobiniClaparede,newNode
李氏禾,newNode
2％叶蝉散(异丙威)粉剂,newNode
多种镰刀菌,newNode
10%病毒王可湿性粉剂500倍液,newNode
T．florumSchrank,newNode
42％特力克乳油80ml,newNode
清热解毒、接骨止痛,newNode
江苏,newNode
36％甲基硫菌灵悬浮剂800倍液,newNode
肉质茎,newNode
亚麻,newNode
20％硫酸铜100倍液,newNode
结果的小枝,newNode
淡红或肉孢核瑚菌,newNode
各省区,newNode
假单胞蔓枯病或茎枯病,newNode
0.025%硫酸链霉素,newNode
MeligethesaeneusFabricius,newNode
干燥的心材,newNode
98％巴丹原粉1500倍液,newNode
小白酒草,newNode
“垦易”微生物活性有机肥,newNode
HelminthosporiumturcicumPass．Drechsleraturcica(Pass．)Subram．&Jain,newNode
95％乙酰甲胺磷乳油3000倍液,newNode
0.03%的三唑醇(有效成分),newNode
50％对硫磷,newNode
60％防霉宝2号水溶性粉剂1000倍液,newNode
25％灭幼脲3号悬浮剂500一600倍液,newNode
薯叶,newNode
黄菠萝,newNode
花盘,newNode
Asterinellasp.,newNode
麦陀陀,newNode
Apophyliaflavovirens(Fairmaire),newNode
花生锈病,newNode
25％杀虫双水剂400倍液,newNode
我国各麻区,newNode
Porthesiascintillans(Walker),newNode
40%多硫悬浮剂600倍液,newNode
磷、钾肥,newNode
每g含100亿孢子的青虫菌粉700倍液,newNode
沙滩,newNode
一种叶点霉,newNode
大豆异萤叶甲,newNode
茶树茶园咖啡木囊蛾,newNode
50%多?霉威可湿性粉剂800―1000倍液,newNode
烟草标本虫,newNode
芝麻斑点细菌病,newNode
根部的表皮及皮层细胞,newNode
0．5％硫酸钾,newNode
25％爱卡士(喹硫磷)乳油1500倍液,newNode
萝芙木,newNode
AbutilontheophrastiMedic．,newNode
Lygocoris(Lygus)lucorμmMeyer一Dur,newNode
苏木,newNode
玉蜀黍黑粉菌,newNode
芝麻花叶病,newNode
玉米遗传性条纹,newNode
2％甲基异柳磷粉,newNode
桑树桑梢小囊虫,newNode
甘蔗黄蚜,newNode
AgrotistokionisButler,newNode
稀屎蜜,newNode
T.graminum,newNode
地火烧,newNode
花叶,newNode
蚕茧,newNode
21％灭杀毙乳油1000一2000倍液,newNode
EntomoscelissuturalisWeise,newNode
Turnipmosaicvirus,newNode
20％除虫腮1号胶悬剂,newNode
石硫合剂,newNode
较湿润的草地,newNode
72%霜脲锰锌（克抗灵）或杜邦克露可湿性粉剂800倍液,newNode
40%百菌清悬浮剂500倍,newNode
一种线状病毒,newNode
葡萄,newNode
特谱唑(速保利),newNode
咖啡小爪螨,newNode
棉花铃软腐病,newNode
药用植物百合叶尖干枯病,newNode
下部叶片,newNode
BombyzurticaeEsp.,newNode
40％菌核净可湿性粉剂400―600倍液,newNode
12．5%速保利可湿性粉剂3000―4000倍液,newNode
40%多?硫悬浮剂500倍液,newNode
50%多菌灵可湿性粉剂600-700倍液,newNode
挑虫,newNode
70％甲基硫菌灵可湿性粉剂800倍液,newNode
甜菜丛根病,newNode
蜀黍指霜霉,newNode
健胃消食、抗涝、安神利尿,newNode
生姜,newNode
鲁保1号生物制剂,newNode
祛风、通络、益肾,newNode
条形柄锈菌(小麦专化型),newNode
楷杷,newNode
40%绿菜宝,newNode
58%甲霜灵锰锌可湿性粉剂,newNode
1：2：250一300倍式波尔多液,newNode
黄斑长跗萤叶甲,newNode
CercosporaphellodendricolaF．x．ChaoetP．K．Chi,newNode
40％大富丹可湿性粉剂400倍液,newNode
长江中下游平原,newNode
禾谷丝核菌中的CAG-3、CAG-6、CAG-8、CAG-9、CAG-10等菌丝融合群,newNode
25％杀虫双水剂200倍液,newNode
50扑海因可湿性粉剂1500倍液,newNode
MelanotustamsuyensisBates,newNode
姬赤蛱蝶,newNode
养肝补肾、降压、止痛,newNode
牧草盲蝽,newNode
玉米秃尖,newNode
40％乐果乳油500倍液,newNode
大豆小丛壳,newNode
青稞,newNode
水稻稻水螟,newNode
Agrobacteriumtumefaciens(E.F．SmithetTownsend)Conn．,newNode
柿叶球腔菌,newNode
农一清液肥,newNode
50％二溴磷乳油2000―2500倍液,newNode
山楂、野山楂锈病,newNode
大豆卷叶螟,newNode
药用植物山药薯蓣色链隔孢褐斑病,newNode
地上部幼嫩器官,newNode
2％甲胺磷粉剂,newNode
Colletotrichumtruncatum(Schw.)Andr.etMoore,newNode
尖孢炭疽菌,newNode
甘蔗病害,newNode
3%辛硫磷颗粒剂,newNode
1．8％虫螨光乳油2000倍液,newNode
桑模,newNode
颗粒体病毒(Aocv),newNode
黄河中下游,newNode
（牛龙）牛儿苗,newNode
委陵菜,newNode
40％百菌清悬浮剂(顺天星1号)600倍液,newNode
西南茶区,newNode
麻田酒花秆野螟,newNode
50%琥胶肥酸铜胶悬剂600倍液,newNode
药用向日葵列当,newNode
水稻细菌性褐条病,newNode
15%三唑酮可湿性粉剂1000-1500倍液,newNode
50%甲霜铜可湿性粉剂600—700倍液,newNode
MelilotussuaveolensLedeb．,newNode
胡萝卜、甘薯、豆饼发酵液加少量红糖,newNode
Mythimnaseparata(Walker),newNode
豆荚大茎点菌,newNode
5%井冈霉素水剂1000-1600倍液,newNode
20％康福多浓可溶剂3000—4000倍液,newNode
蚕豆壳二孢,newNode
茄科植物,newNode
0％福尔马林120倍液,newNode
C.hibisci-cannabiniSacc.,newNode
大豆壳针孢,newNode
云形病,newNode
Ostrinianubilalis(Hubner),newNode
半知茵亚门真菌,newNode
10％溴，马乳油1500倍液,newNode
80%克露可湿性粉剂700倍液,newNode
清热解毒、利水消肿,newNode
绿肥,newNode
哑玉米,newNode
MacrophomamameHara,newNode
镇静,newNode
72％农用硫酸链霉素可溶性粉剂,newNode
稻钻心蝇,newNode
0.4％春雷霉素粉剂,newNode
匍枝根霉,newNode
中肋,newNode
40％七星宝乳剂600一800倍液,newNode
活血散瘀、消肿止痛,newNode
95％恶霉灵(土菌消)精品4000倍液,newNode
蓖麻链格孢,newNode
芜营,newNode
药用植物害虫褐天牛,newNode
药用植物苦瓜白粉病,newNode
烟草黑胫病,newNode
芝麻假单胞叶斑病,newNode
20％三氯杀螨醇1500倍液,newNode
Commonmosaicvirus,newNode
多点菜粉蝶,newNode
苞叶,newNode
硫磷,newNode
F.avenaceum(Fr.)Sacc.,newNode
接近成熟的上部叶片,newNode
水稻叶尖枯病,newNode
白刺毛,newNode
CercosporasesamiZimm.,newNode
芭蕉,newNode
桑里白粉病,newNode
玉米囊孢壳,newNode
奥普尔有机活性液肥(高美施)600―800倍液,newNode
粗皮病,newNode
美洲,newNode
国内外燕麦种植区,newNode
40％乐果,newNode
Peronosporafarinosa(Fr.)Fr.FormaspecialisbetaeBuford,newNode
75％百菌清可湿性粉剂l000倍液,newNode
山茶,newNode
种隔,newNode
CephaleurosparasiticusKarsten,newNode
和胃化湿、健脾、止泻,newNode
两头尖,newNode
湿润处,newNode
成株,newNode
臭椿,newNode
44％丙溴磷乳油1500倍液,newNode
长江以北,newNode
60%多福混剂,newNode
番花虫,newNode
樱桃,newNode
我国甘蔗产区,newNode
紫苏鞘锈菌,newNode
FusarimgraminearumSchw.,newNode
豌豆灰露病,newNode
颖冬,newNode
扶桑,newNode
25％苯菌灵乳油700倍液,newNode
幼嫩或衰老的组织,newNode
90％巴丹可湿性粉剂等900一1000倍液,newNode
0.15%氟氯氰颗粒剂,newNode
